"gene","TCGA-BH-A0C0-11A","TCGA-BH-A18J-11A","TCGA-AC-A2FM-11B","TCGA-BH-A18N-11A","TCGA-BH-A0DQ-11A","TCGA-GI-A2C8-11A","TCGA-BH-A0H5-11A","TCGA-BH-A0DZ-11A","TCGA-BH-A0DL-11A","TCGA-BH-A18M-11A","TCGA-E9-A1N9-11A","TCGA-BH-A18Q-11A","TCGA-BH-A1FM-11B","TCGA-BH-A1EO-11A","TCGA-BH-A1F8-11B","TCGA-BH-A0DG-11A","TCGA-E9-A1RB-11A","TCGA-BH-A0DO-11A","TCGA-A7-A13E-11A","TCGA-BH-A1FR-11B","TCGA-E2-A1IU-01A","TCGA-A7-A26I-01B","TCGA-A8-A07S-01A","TCGA-A1-A0SK-01A","TCGA-AC-A6IV-01A","TCGA-AR-A2LN-01A","TCGA-A7-A26I-01A","TCGA-AO-A0JM-01A","TCGA-EW-A1J3-01A","TCGA-E2-A14N-01A","TCGA-E9-A54X-01A","TCGA-E2-A15L-01A","TCGA-BH-A28Q-01A","TCGA-A2-A0D0-01A","TCGA-B6-A0I5-01A","TCGA-A2-A0YL-01A","TCGA-AC-A3QQ-01B","TCGA-A2-A0D4-01A","TCGA-A8-A07I-01A","TCGA-A1-A0SH-01A"
"CCDC27",6.7719,6.82,6.2129,6.6192,6.6407,6.8556,6.9049,6.4135,6.6727,6.6956,6.5487,6.799,6.721,6.0653,6.5421,6.3742,6.4651,6.7845,6.5288,6.3939,6.3936,6.5202,6.2252,6.8314,6.3635,6.4014,6.152,5.8371,5.819,6.0167,6.273,6.3761,6.6182,5.9957,5.5155,6.7408,5.5492,5.7271,6.5911,6.3468
"SMIM1",6.6368,6.4819,7.5114,6.3421,6.6004,5.6236,6.6977,7.267,6.1937,6.1302,6.1256,6.2881,6.2779,5.6187,6.2528,6.1371,6.0456,6.6562,5.8187,6.2143,7.0166,5.8249,6.8518,5.671,5.9527,6.7961,5.9517,7.3464,6.5473,6.4027,7.7143,6.4937,6.3963,6.1876,7.1191,6.9876,5.5492,6.3866,7.2871,6.9212
"LRRC47",10.7734,10.7284,11.2327,10.7185,10.6735,12.6953,10.7662,11.3606,10.6066,10.692,10.7422,10.6969,10.837,10.6995,10.7555,10.5606,10.872,10.7637,10.495,10.5681,11.0589,10.1214,10.9503,12.1376,10.5555,10.8122,10.7352,10.4646,10.7396,11.9234,11.3004,10.7479,10.8751,11.7931,11.051,10.7181,9.1758,11.132,11.0622,10.4647
"CEP104",10.5298,10.5047,9.8947,10.6558,10.1889,10.5427,10.4455,10.1141,10.4128,10.7385,10.6384,10.3121,10.5415,10.2103,10.2513,10.471,10.5223,10.2184,10.601,10.4491,10.9435,10.8406,10.4474,10.9177,9.722,10.4427,10.675,9.7051,9.9633,10.7134,10.6975,10.3007,10.683,10.7641,10.1024,10.5319,9.9775,10.514,10.8103,9.8604
"DFFB",8.1613,7.8507,7.7057,7.892,7.7894,6.8556,8.0106,7.966,7.843,8.1081,7.8694,8.1,7.9719,7.5809,7.8148,7.9546,7.5534,7.8234,7.542,7.9658,8.158,8.4102,8.0346,9.1804,7.8332,8.0516,8.1209,7.3724,7.876,9.5512,8.0842,7.6487,8.6098,8.84,8.4314,8.028,7.0533,7.6945,7.9646,7.4551
"C1orf174",9.3907,9.0935,9.6209,9.1375,9.4342,9.5151,9.2468,9.2706,9.5404,9.4981,9.291,9.282,9.4071,9.6212,9.3181,9.443,9.4199,9.3729,9.2579,9.5238,9.3072,9.8397,9.2563,10.4703,9.2416,9.2798,9.9855,9.0095,9.7756,10.678,9.4396,9.4998,9.3707,10.4222,9.4716,9.2428,8.5351,9.3564,9.7085,9.2673
"AJAP1",6.7123,6.6145,6.9711,6.6861,6.9752,5.7197,6.8835,6.9808,7.1778,6.8866,6.1907,6.9978,6.4815,6.9656,7.1616,6.5846,7.0906,6.8324,7.0301,6.9456,6.4413,6.5202,11.1833,6.5784,6.0018,6.4014,5.4866,6.5227,6.2661,5.2732,5.593,6.6007,5.834,5.2769,6.3588,6.3709,6.8058,6.4628,5.9193,7.0914
"NPHP4",9.1107,8.9373,9.2234,8.9782,8.98,7.2617,9.2547,9.2665,8.8428,8.894,9.0921,9.2138,8.9872,8.4878,8.7557,8.821,8.3907,9.0966,8.8899,9.1676,8.1623,9.8199,9.1794,10.9971,9.2845,9.353,8.6656,8.23,8.787,8.1244,9.2581,9.1005,9.4127,9.0824,8.6347,8.9296,8.7104,8.8537,9.8735,9.0043
"KCNAB2",8.6115,9.3854,9.0548,8.7905,8.539,7.4772,8.4224,8.5993,9.5134,9.2245,8.5294,8.5384,8.4463,10.3707,8.4364,8.5714,9.1865,8.8338,9.3404,10.0993,8.3244,9.8747,8.8252,10.8029,10.7838,9.4135,9.025,9.0415,8.061,8.627,8.59,8.5167,8.5972,9.8341,8.8087,8.8624,9.2903,7.7441,9.9193,9.2958
"RPL22",13.8934,13.6759,13.995,13.3515,13.7947,13.7788,13.6738,14.1182,13.5421,13.291,13.2832,13.5774,13.6615,13.8183,13.9776,14.0943,13.8685,14.1576,13.205,13.4406,13.348,11.533,13.2316,14.8022,12.9399,13.2935,13.0885,12.3904,13.5902,13.1912,13.5059,13.4226,13.6868,15.0181,14.4276,13.8724,11.6751,12.9373,12.8627,12.9138
"RNF207",8.5066,8.5688,8.5602,8.5745,8.4045,8.8961,8.9784,8.155,8.7958,8.5159,8.6465,9.314,8.6987,7.3989,8.4732,8.499,7.5851,8.4368,7.7222,8.5359,8.0737,10.0173,7.6815,7.5844,8.4688,8.9165,8.0804,7.7596,9.6074,8.6695,8.1267,7.6944,7.8714,8.5772,8.2121,7.9186,9.2626,6.8808,8.5752,7.2532
"ICMT",11.4812,11.6315,11.6091,11.5979,11.6302,13.2099,11.0701,11.9977,11.7923,11.6247,11.7053,11.4144,11.4911,12.3065,11.8596,11.4226,11.9573,11.3576,12.3612,11.7537,11.9974,11.7495,12.0097,12.6953,11.5199,11.4959,12.2924,12.0586,12.0778,11.425,12.495,12.0817,11.9072,12.3757,12.0958,11.8377,10.6971,11.8874,12.2934,12.0559
"GPR153",8.324,9.1073,9.1753,9.0101,9.2562,7.7962,8.0843,9.6211,8.8455,8.9071,9.6902,8.4114,9.1042,9.9081,8.9941,8.3079,10.0204,8.6187,9.6356,9.0639,8.2497,8.5809,7.9886,11.0291,9.4817,9.0889,8.6101,8.5716,9.2982,7.8945,7.7752,8.8453,9.7163,8.7769,9.6881,9.1971,8.8417,8.3736,8.8163,9.4715
"ACOT7",8.0521,8.6467,9.7753,8.5513,8.2994,7.5547,8.1066,9.9161,8.5969,8.701,8.3042,8.5479,8.3446,9.04,8.7764,8.1357,8.5255,8.163,8.8899,8.6084,9.3226,9.3356,9.7127,10.9144,9.1046,8.0612,10.497,10.8976,9.0378,9.3598,10.9548,9.3068,9.2288,11.7922,10.7608,9.231,7.7172,11.6644,10.0397,8.5589
"HES2",6.0416,6.8893,7.1975,6.5039,6.0758,4.7831,5.9564,8.6418,6.7369,6.3901,5.7149,7.6165,6.4815,5.4685,6.7498,5.7422,5.6896,5.9305,5.887,6.4266,6.4872,6.5626,6.4776,10.7202,6.1152,6.4014,6.5176,7.4477,9.837,6.1004,6.5279,6.556,6.8292,5.583,8.2645,6.9876,6.4262,8.4089,7.1938,6.5127
"ESPN",8.3536,8.5919,9.6258,8.4688,8.509,5.3816,8.0479,10.0587,8.4684,8.5395,7.9089,8.8528,7.635,5.8524,8.6823,7.7235,6.8434,8.3577,7.3918,7.7119,7.9192,9.5092,10.7441,11.4719,8.0782,9.6642,9.6089,9.8307,10.2721,7.6821,8.7485,9.215,8.3963,9.6434,10.5513,9.4414,8.0814,10.065,10.8426,8.9693
"TNFRSF25",8.0612,8.1931,8.6006,8.09,7.9276,6.7905,7.8343,7.5103,8.6289,8.3763,8.0466,8.1638,7.6795,7.2728,7.8603,7.6392,7.3275,7.6618,8.1389,8.2854,6.6286,9.3688,7.141,9.6476,9.1801,8.3018,8.1796,6.9043,8.0259,7.6433,7.9954,7.3292,7.2713,8.8434,8.608,7.5402,7.7447,7.1319,7.5712,6.5319
"PLEKHG5",9.2149,9.5694,10.2927,10.224,9.1443,8.3625,9.6412,9.5321,9.8114,10.5013,9.8816,9.9065,9.283,9.6707,9.4173,9.01,8.8351,9.3615,10.7904,9.4912,8.4872,9.0386,8.6501,11.2614,10.2035,9.7764,7.9287,7.942,8.008,8.13,8.5492,8.7296,8.4918,9.4796,8.5104,8.9679,7.6606,8.5652,8.1115,8.3116
"NOL9",9.8856,9.7295,9.669,9.8146,9.9549,10.5216,10.0403,9.9041,10.0973,9.809,9.5225,9.9822,9.8139,9.7275,10.0576,9.886,9.5554,9.8998,9.6509,9.9496,9.5118,11.122,9.9768,10.6638,9.5112,9.7177,10.382,9.229,9.7773,10.1708,9.7,9.9132,9.8773,10.6683,9.6364,9.9603,10.3988,10.1631,9.4978,9.4806
"ZBTB48",9.2663,9.4464,9.9373,9.2505,9.0736,8.8212,9.4796,9.3959,9.1237,9.3593,9.3889,9.338,9.0881,8.475,8.8536,8.9522,8.5215,9.1308,8.5408,9.0212,9.3264,9.4276,8.9202,9.3862,9.3104,9.3257,8.5338,8.5643,9.0173,8.2575,9.4599,8.8424,9.239,9.3819,9.8077,8.9441,7.6017,9.2874,8.8817,8.1726
"KLHL21",12.0407,11.8507,12.0372,11.7633,11.5155,13.5063,11.9809,11.8755,11.6257,11.9435,11.9289,12.1335,11.6224,11.2986,11.5871,11.3085,11.7777,12.1198,11.8389,11.5018,10.6911,11.0404,10.5442,10.3465,11.0073,11.3394,10.7328,9.1676,10.1143,10.0838,10.9366,10.1058,10.9149,11.5352,10.7002,11.2142,8.9619,9.9102,10.3607,10.2386
"PHF13",10.3275,10.56,10.6017,10.4251,10.4127,9.9288,10.2844,10.597,9.9726,10.6454,10.3496,10.3874,10.7254,10.3765,10.3381,10.1579,10.368,10.5081,10.06,10.0948,10.4639,10.0652,10.3375,10.7278,9.9381,10.2334,10.4912,10.0492,10.558,10.0213,10.6471,10.3141,10.419,10.8759,10.5801,10.4798,9.463,10.5029,10.4434,9.9428
"THAP3",9.9558,9.8655,10.845,9.8297,9.7466,10.9667,9.712,10.4843,9.789,9.9093,9.8418,9.7532,9.6399,10.0938,9.9449,9.4569,9.8488,9.9246,10.1298,9.7625,10.095,9.5386,9.9387,10.3215,9.9871,9.785,9.965,10.0068,9.842,10.2052,10.5865,9.8121,9.9767,11.1505,10.8082,9.891,8.7775,10.4217,10.3291,9.5785
"DNAJC11",10.5578,10.7773,10.8485,10.5181,10.3965,11.9104,10.4042,10.8827,10.4417,10.574,10.8562,10.447,10.5168,10.3924,10.5318,10.3901,10.4723,10.5683,10.5682,10.2504,10.5935,10.663,10.7425,11.2348,10.349,10.3059,10.9811,10.5704,10.4332,10.793,10.613,10.4761,10.8097,11.7202,10.6727,10.6088,9.7161,11.1997,11.3693,10.3864
"CAMTA1",10.07,10.1145,10.5968,9.8595,10.0511,10.8324,10.2342,10.3582,9.9862,9.8553,9.8717,10.1457,10.0306,10.0427,10.1954,10.0781,10.0638,10.1534,9.6452,9.9622,9.6443,10.8168,10.127,11.2066,9.3163,9.5843,10.7465,9.651,10.2295,10.5272,10.2458,9.5267,10.1451,11.0647,10.7034,9.781,8.915,9.6805,9.7879,9.4738
"VAMP3",11.6792,11.9007,11.8759,12.0242,11.6393,12.7217,11.7075,11.5651,11.9381,12.12,11.9078,12.0667,12.1431,12.9161,12.31,11.8661,12.5977,11.7998,12.7902,11.9146,11.6943,11.237,11.683,10.2741,11.5482,11.6896,11.8019,11.1267,11.5256,10.9549,11.4964,11.3892,11.6302,11.4387,11.1533,11.7281,10.2793,11.7242,12.0459,11.6066
"PER3",10.6696,9.9082,9.8509,11.2718,11.5151,12.2132,11.6155,9.8906,10.1377,11.131,10.9223,11.917,10.9685,9.9717,11.1651,10.8237,10.5253,11.4393,11.4048,10.0925,11.5566,10.4161,10.2756,12.7607,10.9678,10.5799,9.7972,8.8561,10.4508,8.13,9.4562,8.9837,10.2978,8.7295,9.0521,10.7404,11.5902,8.2816,9.1677,10.5183
"UTS2",8.1863,7.4117,7.5539,8.6851,8.8876,9.5104,9.0463,7.9131,7.7343,8.589,8.3374,9.3954,8.475,7.7272,8.9531,8.3794,8.0643,8.9173,8.8572,7.7769,9.0295,7.5968,7.8054,10.094,8.6709,8.0468,7.3827,7.3464,8.3987,6.6421,7.4168,6.9664,7.8064,7.1496,6.9072,8.2675,9.1149,6.6815,7.3051,8.1211
"TNFRSF9",5.4388,5.5451,5.5516,5.4984,6.0539,5.8839,5.5291,5.3586,6.5911,6.5008,5.3062,5.5217,5.4075,6.8165,5.5519,5.5313,6.2419,5.5855,5.4692,6.2337,6.3438,7.7239,5.8957,6.4039,7.1197,6.3675,7.2209,7.3376,6.565,7.2759,5.0423,5.7103,6.312,7.4559,6.635,6.5493,7.2225,5.3346,7.3829,7.765
"PARK7",12.0632,12.0941,13.0599,11.9934,12.2401,13.8432,11.8139,12.94,12.0276,12.0184,12.2368,11.7253,11.8272,12.9504,12.276,11.9482,12.3848,11.8923,12.4394,12.0557,12.9307,10.4578,12.9248,12.5741,11.8871,11.8463,12.0518,12.4286,12.461,12.2021,13.1666,12.729,12.4025,13.6942,13.9048,12.2168,9.639,13.0766,11.8996,12.1564
"ERRFI1",10.9568,12.2267,10.927,11.8947,12.2311,11.0377,14.0638,11.3838,11.6692,12.277,11.5547,11.8041,12.0269,11.6678,11.8846,12.2386,12.353,12.0204,11.9218,11.2403,12.0985,10.6718,11.5155,12.6287,10.858,11.11,10.0571,10.9041,11.192,12.0161,11.2385,12.8618,12.8718,14.7404,11.7637,12.5514,10.9088,11.9316,10.9109,10.2973
"SLC45A1",6.5838,6.8435,7.6086,6.8565,6.9128,6.7567,6.9049,7.3744,6.9443,7.1652,6.7737,6.9584,7.067,7.0035,6.883,6.469,6.6045,6.7598,7.1357,6.6871,6.9968,6.1705,8.4841,7.3112,7.3983,7.2159,5.9791,6.1332,6.3324,5.8592,7.8336,6.7521,8.0268,8.4923,8.3796,6.8647,5.328,6.4991,6.9153,6.4734
"RERE",12.9766,12.7661,11.97,12.9124,13.042,14.0246,12.9937,12.1022,12.6487,12.8546,12.836,12.9745,12.8091,12.1176,12.4683,12.6906,12.8998,12.8188,12.8429,12.4792,12.6029,12.5117,12.7863,12.8075,11.9026,12.6259,12.0566,11.4609,12.3502,11.0105,11.7262,12.9241,12.5037,12.1466,11.8004,12.5007,12.6665,12.441,12.4465,11.7295
"ENO1",14.1469,14.3137,15.3461,13.8797,14.0644,13.0966,14.3048,15.6233,14.3042,14.1306,13.9536,14.1312,13.9168,14.6028,14.3714,14.3902,14.348,14.8227,14.4383,13.9755,14.0791,13.8696,14.8501,15.67,13.6656,13.7698,15.4303,14.1556,13.95,15.1858,15.7067,14.0906,14.1261,16.2966,15.2017,14.5726,11.0722,14.2495,14.1523,13.7924
"SLC2A5",6.5972,7.1062,7.8871,7.6676,6.8804,12.613,6.4644,6.8581,7.5087,8.6178,6.2521,7.3308,6.7712,7.7704,8.8425,6.1573,6.5711,7.3179,8.953,8.5258,6.9457,7.4142,7.3541,7.5775,8.6893,7.2506,7.2585,6.7488,6.511,6.6082,6.8842,7.1019,6.6182,6.5852,6.7784,6.3384,6.2671,6.7708,7.3829,7.0791
"GPR157",9.7522,9.5677,9.114,9.0879,9.2382,11.7455,9.6532,9.8509,9.3063,8.7626,9.365,9.2454,8.9262,8.2567,9.4022,9.4112,9.0258,9.5619,8.7475,9.4183,9.0248,9.4276,10.4027,8.4087,8.3732,9.1502,9.1492,8.6671,9.0638,8.917,9.2975,9.6828,9.5432,9.3819,9.3105,9.4329,8.4552,11.1891,10.7725,8.1269
"H6PD",12.3527,12.3231,11.9805,12.5496,12.2414,12.9915,12.5494,12.1307,12.6405,12.764,12.3437,12.4289,12.777,12.4976,12.4643,12.0861,12.8713,12.5714,12.9893,12.3186,12.1586,12.2652,12.4278,9.9871,12.1793,12.6042,12.0498,10.7549,11.2018,10.0272,11.0231,12.2611,12.5799,11.1697,11.4769,12.0409,11.5563,10.6325,11.276,12.7126
"SPSB1",9.1406,10.5848,10.2096,10.1546,9.2199,10.0871,9.9233,9.8186,9.625,10.1069,10.2217,9.5232,9.5231,11.212,10.1167,9.0904,10.296,9.7656,10.3609,9.4164,9.445,10.4002,9.631,9.6953,10.8036,10.5873,10.3252,10.4705,9.8487,10.3231,8.3336,10.999,10.5554,11.8849,10.7896,10.2642,9.9075,8.3781,10.4973,11.0487
"SLC25A33",7.9089,9.1874,8.9364,8.5277,8.2235,8.8057,8.5314,8.7534,7.9284,8.704,9.4989,8.3024,8.4997,9.1991,8.9109,8.2326,8.5175,8.6251,9.4094,8.4843,8.6788,7.6708,8.6104,9.646,7.7529,7.9314,8.8416,7.616,8.6487,9.9166,8.7693,9.2456,8.2461,9.3268,8.7611,7.8986,6.4262,8.8247,7.6286,7.1278
"TMEM201",9.2951,9.3967,9.6909,9.1129,9.0275,11.4131,8.9903,9.9898,9.1035,9.2775,8.9943,9.2258,9.1315,8.7938,9.0964,8.9741,8.8544,9.2947,8.9836,8.8876,8.9868,9.605,9.6523,10.935,9.0005,8.9629,9.5659,8.838,8.9352,9.976,9.3319,9.42,9.4535,11.4777,9.7582,9.3337,8.1644,10.2812,9.0435,8.7435
"PIK3CD",9.8052,9.529,10.1051,9.6903,9.4827,7.843,9.5555,9.6707,10.007,9.7951,9.2846,9.6958,9.6144,9.7525,9.3201,9.7144,10.1532,10.0358,9.9094,9.774,9.1113,9.7293,8.7203,8.992,10.1724,9.6533,8.9348,8.8103,8.9227,9.0688,8.8187,8.6304,9.0296,9.9871,9.8232,9.8557,9.3793,8.0773,9.1485,9.7377
"CLSTN1",13.3882,12.959,13.2174,12.7186,13.0972,11.9969,13.0527,13.5745,13.022,12.945,12.9581,13.03,12.9574,12.034,12.886,13.3655,12.6984,13.3857,12.584,12.9436,13.0766,12.798,13.7755,12.7281,12.6445,12.849,12.9198,12.7208,12.6624,12.1372,13.5831,13.1271,13.0536,13.7892,12.8838,13.2841,12.1913,12.9311,13.5474,13.2995
"CTNNBIP1",10.6828,10.5716,11.2742,10.6665,10.966,10.6019,10.8821,11.3924,10.411,10.5845,11.533,10.5052,10.3229,10.8539,10.9536,10.4693,10.2252,10.8646,10.9236,10.9886,10.5297,10.3458,10.7257,11.873,10.0535,10.4217,11.4357,10.4802,9.883,10.3902,10.2896,10.8827,10.0044,10.9186,10.3076,10.4732,8.4877,10.7335,10.2292,10.2663
"LZIC",10.1697,9.8118,8.9547,9.8338,10.1227,10.2383,9.7891,9.2644,9.8334,9.8459,9.836,9.9693,10.0209,9.9671,9.9357,10.2505,10.3273,9.9656,10.1216,10.0377,10.225,9.7917,10.4008,10.3554,9.208,9.8231,10.4749,9.5435,10.2684,9.4242,9.4562,10.1444,10.4828,10.3675,9.3187,10.1626,9.9134,9.8057,10.3121,9.8236
"NMNAT1",9.0977,8.8767,8.8938,9.1661,9.0622,10.9457,9.1068,8.7049,9.108,9.1322,9.1538,8.9423,8.9545,9.3399,9.0727,9.3914,9.0649,8.8365,9.5445,9.32,8.8947,8.8634,8.8566,8.4465,8.6984,9.0842,9.3012,8.4131,9.0781,8.7328,9.0059,9.2901,9.114,7.7363,8.7489,9.1727,8.2618,9.3809,8.8903,8.7321
"RBP7",9.5441,9.6423,10.636,10.3837,9.2362,8.4746,10.2462,9.2933,10.6882,10.2656,10.3777,9.0469,9.7288,12.1159,11.0231,9.2706,10.9839,10.5176,11.1554,10.4686,7.2838,6.3831,7.675,9.5316,9.4623,9.6782,6.7703,5.8981,7.3737,7.346,6.0404,6.7521,7.0781,7.091,8.0015,8.0096,7.798,9.9817,7.1645,6.9351
"UBE4B",11.4137,11.3237,10.6512,11.2739,11.3896,12.4822,11.375,11.2114,11.2065,11.2381,11.2342,11.1848,11.2951,10.849,11.1139,11.8218,11.6391,11.473,11.2692,10.9762,10.8757,11.7796,11.2204,11.5781,10.5746,11.0789,11.5089,10.5109,10.9958,10.8042,10.5586,10.9951,11.1731,11.2329,10.6652,11.3299,11.175,11.6337,11.4413,10.9416
"KIF1B",11.9342,11.7751,10.4768,11.6943,11.7403,15.8921,11.8059,11.1032,11.7728,11.3938,11.675,11.6752,11.6738,11.1946,11.7197,12.2967,12.1628,12.0107,11.9301,11.4932,11.0928,12.856,11.2977,12.8192,10.5713,10.9312,12.5396,10.7811,10.8587,11.2332,10.5206,11.0236,11.6124,11.2859,11.0025,11.6018,11.3889,11.6407,11.8642,11.2066
"PGD",11.1434,11.7915,11.8973,11.7786,11.3759,10.6843,11.1311,12.6476,11.4967,11.9378,12.8532,11.2214,11.3674,12.5936,11.4401,11.3308,12.3142,11.477,12.8919,11.3385,11.8752,12.2747,12.1088,12.7497,11.3769,11.0876,13.4779,12.0735,11.6086,12.5364,11.8632,11.677,11.7804,12.4618,12.2241,11.4847,9.3444,11.6738,12.2337,11.4116
"CENPS",7.9823,8.0027,8.675,8.2348,8.4367,7.5547,8.2733,8.8401,7.9489,8.0713,7.9033,8.0513,7.9566,8.1688,8.3199,8.3422,8.1189,8.0232,8.1498,8.1809,9.5595,7.8562,9.3891,9.595,7.9913,8.4722,8.7419,9.0095,9.3079,8.8615,9.7665,9.3754,8.4181,9.7198,9.3565,8.3789,7.6017,9.4789,8.9662,8.0308
"CORT",5.7929,5.6944,6.2523,5.8145,5.8314,5.3816,6.0037,6.1289,5.8429,5.7523,5.5189,5.4803,5.5851,6.0653,6.0157,5.7422,5.7657,5.8204,5.8187,5.7854,6.2372,6.3336,5.9232,6.6076,6.0487,6.052,5.8338,5.9828,6.4152,6.0733,6.6855,5.8079,6.079,5.9957,6.4508,5.9685,6.0815,6.5516,6.3902,5.6859
"APITD1-CORT",7.8367,7.8672,8.4866,8.0992,8.2479,7.395,8.1502,8.661,7.7925,7.9395,7.7747,7.8271,7.7761,7.9435,8.1572,8.1786,7.9545,7.8458,7.9584,7.9144,9.406,7.775,9.1816,9.3843,7.8554,8.3648,8.5074,8.847,9.0144,8.5546,9.5381,9.1794,8.2822,9.4418,8.9743,8.2713,7.5401,9.3246,8.8846,7.9076
"DFFA",11.1006,11.0267,10.8317,10.9389,10.8221,10.9387,11.04,10.9163,10.8722,10.9502,10.784,10.9652,11.0015,10.7231,11.0988,11.2716,10.9366,10.8713,10.8659,10.9506,10.8581,10.9988,11.0336,11.4909,9.9609,10.5659,10.964,9.8668,10.3361,11.1193,10.9014,10.9463,10.8951,11.5118,10.8793,11.1085,10.2607,10.5507,10.595,10.287
"PEX14",9.3027,9.6359,10.3577,9.4439,9.226,10.0417,9.6121,10.1929,9.3259,9.5236,9.6806,9.3508,9.2209,9.3862,9.4959,9.1191,9.2986,9.4723,9.5947,9.1805,9.7934,9.1188,9.7018,9.6232,9.3281,9.5153,9.2478,9.4475,9.0261,9.0659,9.6481,9.204,9.1206,10.2438,10.2182,9.2369,7.6017,9.8979,9.9193,9.0866
"CASZ1",11.2169,11.0893,10.4795,11.0263,11.2546,11.7025,11.2203,10.6052,10.3795,10.3393,10.9271,11.1076,10.3308,7.9372,10.2418,10.7318,9.7632,10.7158,9.6433,10.4339,11.0572,11.3764,11.6431,11.1439,9.9722,11.614,10.8123,10.1232,10.7722,8.7969,11.3936,11.7398,11.2998,10.1614,10.1584,11.2462,10.5709,11.5925,11.5992,10.0724
"C1orf127",5.2144,5.5024,5.6306,5.3508,5.4903,9.9109,5.4873,5.6667,5.7223,5.5394,5.3062,5.2785,5.4566,5.8176,5.4133,5.3963,5.5595,5.2945,5.9506,5.9992,5.9621,6.2819,7.4871,6.0204,6.1977,5.6597,5.6979,5.737,5.4695,5.067,5.6315,6.0501,5.7458,5.478,5.9591,5.6664,5.5492,5.3987,5.8904,5.4266
"TARDBP",12.2656,12.2098,11.9862,12.1673,12.2606,12.8342,12.0442,12.2549,12.2983,12.2026,12.1963,12.3177,12.3435,12.0892,12.1311,12.3164,12.2891,12.2817,12.2428,12.1188,12.3065,11.0743,12.4106,13.1928,12.111,12.0287,12.4931,12.4643,12.6451,12.9216,12.3852,12.5049,12.3585,13.249,12.6132,12.2008,11.2237,12.892,12.599,12.1578
"RP4-635E18.9",11.0875,11.0023,10.151,10.9274,11.0562,11.6931,10.9317,10.7107,11.0054,10.9294,11.0442,11.1347,11.0839,10.5286,10.7812,11.1151,11.036,11.0509,10.9126,10.8118,11.0124,10.1597,11.0034,11.9305,10.6254,10.7659,11.2254,11.0073,10.9324,10.9841,10.4182,11.1486,11.0958,11.465,10.0508,10.9586,9.9888,11.4145,11.499,10.8375
"MASP2",7.4968,7.2505,6.5712,7.3999,7.2983,6.9176,7.595,6.5254,7.6797,7.1471,7.3227,7.9725,7.8665,5.9494,6.9282,7.7525,7.1672,7.8402,6.8327,7.3781,6.4097,8.483,6.2452,7.3526,6.7669,6.9005,6.3398,5.4888,7.345,6.1779,6.2342,6.1412,6.2764,6.7197,6.1775,6.6034,9.2995,6.7992,6.7901,6.098
"SRM",10.3857,10.7838,12.2865,10.2303,10.0817,11.6634,10.2835,11.5426,10.3387,10.2806,10.3816,9.9938,9.964,10.8613,10.9754,9.7459,10.3019,10.2237,10.7377,10.3843,10.1636,10.1909,10.1293,11.1485,10.4267,10.0636,11.6466,10.9482,9.9709,11.5305,11.3836,10.3172,10.6763,13.2186,13.0296,10.6261,8.7511,10.528,10.8186,10.8348
"EXOSC10",11.372,11.3418,11.4924,11.199,11.2029,10.9101,11.4597,11.344,11.2434,11.335,11.2801,11.4088,11.3976,10.9316,11.2487,11.4016,11.2016,11.1966,11.1634,10.9898,11.2014,11.7837,11.2497,11.3293,10.9103,11.1752,11.7636,11.393,11.9137,11.077,11.1597,11.0173,11.3947,12.0279,11.9457,11.5839,11.2285,11.2422,11.9272,10.7524
"ANGPTL7",9.6006,8.3058,9.062,9.1551,7.3908,5.8839,9.6592,5.965,9.0989,9.3762,8.9917,7.9773,9.5093,5.9797,7.6294,9.4219,7.6464,6.1817,7.0781,7.8112,5.5725,7.9915,5.1521,4.7831,5.5831,6.6284,4.7831,4.7831,5.1819,5.4139,4.7831,5.0444,5.1403,4.7831,5.0848,5.6664,7.3368,4.7831,5.4838,5.0728
"MTOR",11.605,11.7387,10.4858,11.5517,11.5263,12.7021,11.4567,11.158,11.6284,11.4311,12.0283,11.432,11.5381,10.7141,11.0805,11.4832,11.5637,11.3338,11.7362,11.176,11.3605,12.6066,11.41,12.2859,10.8148,11.2676,12.0605,11.2805,11.3922,10.9471,10.8619,11.6109,11.7636,11.4499,10.8208,11.6245,11.4841,11.437,12.2542,11.0683
"UBIAD1",9.9546,10.0647,9.9593,9.8461,9.9696,10.4978,9.9033,10.1461,9.6762,9.7117,9.9107,9.9298,10.108,9.4746,10.0467,9.9829,9.699,10.2142,9.666,9.6174,10.2622,9.5042,10.5052,9.9298,9.4587,9.785,9.9869,10.0892,10.2371,9.3433,10.1641,9.9036,10.4163,10.3267,10.3696,10.2093,9.4301,10.445,10.0616,9.6603
"DISP3",5.7639,5.6944,5.9397,5.4984,5.6451,5.3816,6.2304,6.3966,5.7223,5.7206,6.1907,6.1001,5.2263,5.1813,5.966,5.5709,5.8686,5.7598,5.1817,6.1947,5.8321,5.3932,5.4688,9.2245,6.7039,6.0288,5.3171,6.4191,7.4564,5.3482,7.5907,6.4776,6.0117,5.2769,6.1197,6.5631,4.7831,5.3987,6.3902,5.1921
