"gene","TCGA-BH-A0C0-11A","TCGA-BH-A18J-11A","TCGA-AC-A2FM-11B","TCGA-BH-A18N-11A","TCGA-BH-A0DQ-11A","TCGA-GI-A2C8-11A","TCGA-BH-A0H5-11A","TCGA-BH-A0DZ-11A","TCGA-BH-A0DL-11A","TCGA-BH-A18M-11A","TCGA-E9-A1N9-11A","TCGA-BH-A18Q-11A","TCGA-BH-A1FM-11B","TCGA-BH-A1EO-11A","TCGA-BH-A1F8-11B","TCGA-BH-A0DG-11A","TCGA-E9-A1RB-11A","TCGA-BH-A0DO-11A","TCGA-A7-A13E-11A","TCGA-BH-A1FR-11B","TCGA-E2-A1IU-01A","TCGA-A7-A26I-01B","TCGA-A8-A07S-01A","TCGA-A1-A0SK-01A","TCGA-AC-A6IV-01A","TCGA-AR-A2LN-01A","TCGA-A7-A26I-01A","TCGA-AO-A0JM-01A","TCGA-EW-A1J3-01A","TCGA-E2-A14N-01A","TCGA-E9-A54X-01A","TCGA-E2-A15L-01A","TCGA-BH-A28Q-01A","TCGA-A2-A0D0-01A","TCGA-B6-A0I5-01A","TCGA-A2-A0YL-01A","TCGA-AC-A3QQ-01B","TCGA-A2-A0D4-01A","TCGA-A8-A07I-01A","TCGA-A1-A0SH-01A"
"OTUD4",11.1803,11.362,9.4877,11.1608,11.1221,13.2048,11.2394,10.3075,11.2699,11.1991,11.1976,11.2777,11.3631,10.749,11.1785,11.4963,11.3619,11.2545,11.0098,11.1322,11.013,11.4556,10.7272,10.9838,10.5982,10.9801,11.5812,10.7266,11.1039,11.5063,10.4617,11.0255,11.3796,11.2452,10.7827,11.3063,11.9734,11.0112,11.1453,10.9318
"SMAD1",9.8381,9.5892,8.7,10.0122,10.0533,10.4857,9.8414,9.6864,10.1053,10.0401,9.8816,10.1889,10.3463,9.7472,10.0803,10.3177,9.7461,9.944,10.2183,9.9907,9.7358,11.0991,10.1559,10.6127,9.5486,10.0278,11.4874,11.6465,9.9039,9.1225,9.0911,10.0806,10.3056,9.5419,8.4212,10.5374,10.9058,9.3038,10.552,10.3425
"MMAA",9.2779,8.8874,8.343,8.9329,9.1335,10.1434,9.0463,8.6354,9.0989,8.8569,9.2654,9.0083,8.892,8.6642,8.8425,9.1854,9.2314,9.2435,9.0486,8.9673,9.0458,8.1916,9.5721,9.1602,8.4617,8.8496,8.3593,8.747,9.4784,9.016,8.2679,9.4352,9.6059,8.4659,9.0814,9.1603,9.5189,9.0664,9.4041,9.311
"ZNF827",10.7235,10.2675,9.0451,10.3799,10.7153,10.6906,10.7711,9.7754,10.421,10.3014,10.3637,10.7397,10.5047,9.0107,10.4116,10.8712,10.3769,10.7007,10.1189,10.3106,8.7487,10.5057,10.4114,9.8535,10.0523,10.4969,9.6438,9.6918,10.787,9.9356,9.8705,10.8854,10.339,9.5186,8.9284,10.971,11.7028,10.1333,10.9597,10.63
"LSM6",8.7707,8.9398,8.8386,8.4899,8.5843,8.7175,8.583,8.6418,8.8428,8.5362,8.4134,8.655,8.8624,9.8096,8.9243,8.6884,9.1375,8.6155,8.844,8.8004,8.3991,7.9771,7.9834,9.1024,8.5075,8.4214,8.7864,8.7663,8.245,9.5325,8.6362,8.2707,8.3019,9.3486,9.0389,8.5249,8.5037,8.4001,8.2937,8.3014
"SLC10A7",8.6507,8.6467,7.7366,8.727,8.721,7.9175,8.7861,8.2599,8.6938,8.6399,8.9306,8.9278,8.892,8.6717,8.9427,8.9886,9.0677,8.783,8.8899,8.7663,8.7601,8.7163,8.9039,7.3444,8.4328,8.6115,8.1209,9.0702,8.9352,8.5953,8.6067,8.7601,8.801,7.1947,8.1266,8.6892,10.0112,8.5337,9.3102,8.9236
"EDNRA",10.6453,9.3722,9.0006,9.4131,9.9351,9.2097,9.9686,8.8429,10.2555,10.3479,9.9868,11.0418,10.2616,9.9332,9.8604,9.7863,9.7236,10.6832,9.8789,10.466,8.9126,11.3655,9.7708,8.2422,10.7398,10.5516,11.279,10.2752,9.9815,8.8977,6.3818,11.0211,9.7551,8.4792,9.2715,10.9757,11.2593,10.0148,10.3217,11.765
"TMEM184C",10.5696,10.3957,9.6815,10.3846,10.5771,10.8531,10.4437,10.0743,10.3223,10.5452,10.4446,10.4722,10.5237,10.3144,10.3371,10.7579,10.7231,10.4169,10.5861,10.4438,10.5951,9.524,10.3655,10.2328,10.1832,10.3607,10.2694,10.6918,10.7198,10.2578,10.2049,10.2882,10.7534,9.5356,9.829,10.5836,10.4693,10.2598,11.0253,10.7515
"PRMT9",9.1107,8.9527,8.282,9.2025,9.096,9.2784,9.2861,8.4709,8.9325,9.4077,9.365,9.2667,9.1996,8.8904,9.0265,9.1812,8.9972,9.0686,9.08,8.9969,9.2381,8.3559,8.5798,8.5612,8.5751,8.973,8.6926,8.7275,8.7448,8.9858,8.7545,8.9707,9.2947,8.4703,8.253,9.0574,8.8417,8.4559,8.988,9.0807
"ARHGAP10",9.5537,10.0446,9.7665,9.8769,9.2055,11.6288,9.6696,9.5147,9.8307,10.0294,10.4966,10.0088,9.9602,10.6539,9.7808,9.375,10.2902,9.3007,10.7739,9.7261,7.9937,10.1278,7.5455,7.6384,9.3666,8.8468,9.0821,8.216,7.9467,9.063,6.2538,7.8578,9.1468,9.0412,8.6565,9.1226,9.5499,9.9598,9.4575,8.8934
"NR3C2",10.6091,9.7384,8.4279,10.3545,9.9376,11.4692,10.2669,9.1583,9.9923,9.6878,10.4736,10.7596,10.6991,9.4746,10.0933,10.3516,10.2313,10.3479,9.6791,10.2381,8.5701,8.767,6.4279,7.2511,8.1557,9.0053,8.0066,6.4009,7.1364,8.6072,7.3777,7.4493,7.744,6.6028,6.5964,8.9368,8.7511,8.9581,6.5278,7.9931
"DCLK2",7.8732,7.8781,7.3595,8.0431,7.4634,7.6101,7.9075,7.7536,8.0235,7.8277,7.8169,8.0008,8.0557,7.7915,7.9989,7.792,7.4623,8.2068,8.0369,7.65,6.7555,10.6829,7.2428,10.2187,8.2122,7.9675,9.5291,7.8659,7.1136,7.9837,6.1091,8.4656,9.3332,7.8301,7.5885,8.4589,8.9848,7.0063,8.3829,8.2807
"LRBA",12.431,11.9193,10.8753,12.1784,12.7888,11.1579,12.3175,11.8138,11.9135,11.8552,12.2606,12.4145,11.9967,10.4171,11.853,12.8716,12.0987,12.4346,11.9476,11.766,13.4075,12.5197,13.0842,12.5566,11.8404,12.2751,11.5703,12.0923,12.7981,11.0467,12.5782,13.3575,13.2316,10.8974,11.8256,12.8453,14.4732,13.6655,13.0385,12.7985
"RPS3A",13.3716,12.9503,13.6543,12.6607,13.1129,12.7411,13.0452,13.8367,12.6432,12.6698,12.5883,13.1561,13.2266,13.5315,13.4898,13.4807,13.1148,13.7056,12.5064,12.8604,12.5912,10.8756,12.4275,13.2877,12.5118,12.7504,11.9618,12.6512,12.9272,12.9519,12.5352,12.9064,13.2235,13.34,13.4399,13.1792,10.9148,12.0507,11.6336,12.56
"SH3D19",13.3278,13.1537,13.1361,13.2473,13.1125,12.8768,13.0348,12.9983,13.2094,13.2838,13.2758,13.2294,13.3459,14.029,13.27,13.2649,14.3188,13.3068,13.786,12.8555,12.2506,11.7411,12.0687,12.4979,12.524,12.8214,12.0964,12.0929,12.3979,12.1673,11.8336,12.5587,13.1285,12.404,12.904,12.9309,12.6621,11.7707,12.0313,12.9375
"FAM160A1",9.2526,8.5754,7.3187,8.5745,9.0205,11.3454,9.0869,7.9239,8.7237,8.3875,9.3119,8.9662,8.7757,5.3445,8.3909,9.5619,8.5769,9.173,7.4377,8.4235,8.3168,9.7629,8.1413,7.3607,6.9815,8.0895,8.7579,8.0089,8.3758,8.7758,7.3374,8.223,8.8683,7.6032,6.5766,8.4419,10.4241,8.1574,8.3411,7.7799
"GATB",9.1554,9.2613,9.5694,9.3302,9.155,11.6452,9.2085,9.4917,9.322,9.4312,9.508,9.1527,9.4366,9.8482,9.2834,9.2627,9.4623,9.3729,10.0046,9.0709,9.8539,8.939,9.1928,8.6053,9.3533,9.0273,8.5375,10.3973,9.353,9.2165,9.2476,9.152,9.277,9.6992,10.1446,9.1353,9.3444,9.6295,9.1605,9.0536
"FBXW7",10.4873,10.3138,9.42,10.4004,10.4773,11.96,10.7676,9.9385,10.7121,10.0258,10.2918,10.3186,10.3021,10.0224,10.7899,10.7614,10.3296,10.7477,10.554,10.4527,9.3415,10.2864,9.1543,9.331,9.7702,9.7473,9.4025,9.7461,9.977,10.1134,10.5406,9.2627,9.2691,9.312,9.1227,10.0422,10.6372,9.5014,9.4201,9.5401
"TMEM154",8.9819,8.7024,8.8188,8.9201,8.9433,6.9767,9.2527,8.6737,8.8428,8.3266,8.5507,8.8706,8.524,7.9867,8.9374,9.1015,9.2141,9.028,8.4904,8.7692,8.8661,8.5904,9.6376,7.4084,8.627,8.7385,8.3593,7.398,8.525,8.1899,8.2166,9.2106,8.801,8.0375,9.0422,8.4037,9.511,7.4244,7.3489,8.979
"TIGD4",6.3111,6.3327,5.7356,6.0679,6.159,5.5135,6.0037,5.8854,6.0451,5.9218,5.9287,6.2707,6.2592,5.5721,6.0858,6.4067,5.8014,6.1612,5.7825,6.3939,6.0981,5.9046,6.0501,6.9577,5.9527,6.0747,5.8647,6.1096,6.3745,5.8929,6.497,5.8079,6.312,5.2769,5.9933,6.0579,6.0815,6.262,5.8298,6.3243
"ARFIP1",10.7646,10.5848,10.1121,10.6103,10.8671,9.8632,10.9156,10.5293,10.6844,10.5048,10.7321,10.5828,10.826,10.7831,10.8982,10.9689,10.6479,10.7203,10.7964,10.7552,10.9379,9.6551,11.0534,10.9612,10.4502,11.0566,10.2716,11.2045,11.4577,10.3576,10.7514,11.1492,10.93,10.1845,10.6425,10.9047,10.3469,11.4194,10.7888,11.1233
"FHDC1",8.4077,8.7502,8.6876,8.8018,9.0622,6.9475,9.2186,9.4261,8.9351,8.3148,9.2525,8.6783,9.1179,8.19,8.6979,9.3094,8.7655,8.2239,8.5449,8.5825,8.8263,10.1566,10.4162,10.3485,9.2037,10.6962,9.916,10.2088,10.7006,9.8428,8.4231,10.1605,9.8773,11.8374,9.9001,9.4516,9.8276,10.5988,10.635,9.7358
"TRIM2",12.116,11.5295,10.5976,11.4046,11.6907,9.6892,11.9995,11.0211,11.7859,11.1321,11.3429,11.9142,11.7039,10.351,11.995,12.4885,11.9447,12.6718,11.1554,11.6199,10.0782,10.9685,7.4183,11.7555,9.669,11.0596,11.0638,8.5753,9.1144,11.7019,9.0455,9.5925,8.8444,11.969,8.6993,10.9274,10.2977,9.5823,9.0383,10.3561
"MND1",5.4832,6.3148,5.6306,5.3508,6.0087,6.2552,5.9564,6.7225,6.022,5.9218,6.2718,5.9208,5.8198,5.8176,6.2909,6.2889,5.9005,5.8771,5.6196,6.1335,6.4872,6.9834,6.3032,8.4352,7.2703,5.9558,8.0649,8.6255,7.4916,8.5913,7.0961,7.8172,5.9143,9.7673,6.7784,6.8321,6.3494,8.5015,7.5638,6.7415
"KIAA0922",10.0272,10.0612,9.7337,10.0966,9.7789,11.4899,10.2242,9.9669,10.354,9.9336,9.643,10.1858,10.3395,10.1228,9.7632,10.1493,10.6022,10.2279,10.7006,9.7143,9.3472,10.6016,8.5591,11.0992,10.3365,9.6689,10.653,11.262,9.6949,11.2454,8.1267,10.7133,8.6714,10.645,8.6347,10.1983,10.9266,9.6313,9.5769,11.3403
"TLR2",9.4837,9.5375,9.8043,9.4705,9.3263,6.9176,9.8135,9.873,10.2928,9.2634,8.8237,9.058,9.4145,9.1649,9.5722,9.8575,9.8132,10.2426,9.6395,9.4808,8.9722,10.2214,8.6792,7.1973,9.947,9.0608,10.2915,8.173,9.2811,9.7164,7.4013,9.0691,8.7983,9.7161,9.4741,9.3663,8.6255,7.3431,9.2776,9.2725
"RNF175",7.044,6.7961,6.9603,6.5914,6.501,5.5135,6.8055,6.8104,7.2642,6.7461,6.0319,6.6038,7.2414,6.6478,6.2333,6.3409,6.7146,6.9976,6.4345,6.8345,6.16,7.0979,5.5995,6.1133,6.7421,6.3148,6.0814,6.2439,6.2887,6.3821,5.3595,6.026,5.6473,7.1381,6.4057,6.4782,5.9746,5.6882,5.7303,6.709
"SFRP2",12.1442,11.2721,13.2788,12.9473,13.3558,10.7052,11.7126,12.1001,14.0345,13.7552,12.4931,13.0954,13.4379,14.529,13.3237,12.5227,12.6557,12.2677,13.8561,14.1514,12.866,13.0824,13.2884,11.308,15.5794,15.5168,13.1736,15.7279,13.7431,13.6161,8.3693,14.5062,13.9323,10.3119,14.6391,14.1835,13.7117,11.1953,14.6084,15.6666
"DCHS2",8.5899,7.0966,6.6702,7.2729,7.6789,7.0333,8.3974,7.398,8.486,7.4549,8.0415,8.7925,8.7986,6.0653,7.045,8.8424,7.5373,8.6818,7.8687,7.4011,6.3094,9.3356,5.8674,8.5851,6.8032,7.2159,7.7127,5.9554,6.1957,8.2005,5.3595,7.4261,6.079,5.4185,6.0895,7.5272,8.1235,5.5093,6.1694,7.2532
"PLRG1",10.9417,10.8859,10.7924,10.7878,10.8665,11.3414,11.011,10.9249,10.9018,10.7356,10.7929,11.0226,11.153,11.0339,11.0402,11.1036,10.9358,10.9926,11.0362,10.8006,10.4997,10.0277,10.63,11.5105,10.4995,10.677,10.9333,10.9284,10.9135,11.7667,10.7402,11.0002,10.7871,10.8137,10.5948,10.7026,9.9371,10.6205,11.0214,10.6013
"LRAT",8.3863,7.8781,7.3104,7.3923,7.806,5.5135,8.1714,7.1411,7.577,7.0626,7.244,8.1429,7.5483,5.5721,7.8263,7.9937,7.383,8.4404,6.682,7.4161,5.8321,6.3831,5.1521,8.1208,6.2174,6.0747,6.7837,5.163,6.6335,8.5127,6.131,7.0307,6.4749,7.9885,7.3244,7.3074,5.8546,5.1742,6.5598,6.893
"NPY2R",11.2603,8.8605,8.7062,9.3666,8.5747,4.7831,10.0965,6.2896,8.7616,8.7938,7.4367,10.6208,7.9871,5.4685,10.4716,9.5985,7.6834,9.4271,8.4339,9.2723,5.0356,4.7831,4.7831,5.3011,5.1446,7.4193,4.7831,5.163,6.6664,5.1839,5.0423,4.7831,5.036,4.7831,5.7663,6.4181,4.7831,4.7831,4.7831,4.7831
"MAP9",9.8994,9.6919,8.5973,9.729,9.8199,7.4772,10.0195,8.4961,9.4893,9.6589,9.3889,10.0339,9.9653,8.2263,9.7823,10.3765,9.663,9.4161,9.5547,9.652,8.5276,8.7835,9.8635,10.0701,8.9301,9.6517,9.4932,9.8712,10.2746,9.1554,10.5823,7.9083,10.7255,8.5397,9.4088,10.178,9.8213,9.8605,10.274,10.3376
"GUCY1A3",11.5539,11.0017,9.7547,11.1222,12.0434,10.3568,11.3971,10.6585,11.6934,10.536,10.9725,10.9042,11.1513,10.6866,11.349,11.9452,11.2628,11.9277,10.9708,11.4528,9.6685,10.3651,9.1358,8.7721,9.9201,10.1449,9.5858,8.841,9.1976,10.8375,9.2769,8.5695,12.4079,9.8358,9.8271,10.9328,10.7346,8.8945,9.7183,10.8091
"GUCY1B3",9.1343,8.8022,8.1787,9.4634,9.4218,9.548,8.8267,8.7799,9.7388,9.4877,9.1468,9.1734,9.6079,10.4205,9.1918,9.2784,9.2191,8.9225,9.8837,9.9634,8.1962,9.3131,8.5661,9.3746,9.2519,9.2217,9.1297,9.279,8.8875,7.965,8.1173,8.8481,10.081,8.3156,8.8472,9.1205,9.1045,8.7306,9.2122,9.7245
"TDO2",5.3909,5.4076,5.4626,5.3508,5.3971,7.9029,5.4427,5.9127,6.1937,5.4517,5.154,5.3363,5.2263,6.4523,5.5089,5.2183,6.6529,5.6237,5.0654,6.0228,6.2184,6.9532,6.6007,6.2777,7.0123,5.5853,7.1623,6.7209,6.1957,6.9254,6.0165,6.9774,6.2582,7.091,5.7663,6.4635,5.8546,7.0418,7.9196,6.2539
"CTSO",11.1659,10.9414,10.6882,11.1245,11.3612,10.2181,11.2157,10.8203,11.3782,11.1332,11.4002,11.131,11.4336,11.563,11.3372,11.2931,11.4841,11.3245,11.3214,11.3989,11.1673,10.0449,11.0085,8.1715,11.0803,11.1186,10.5308,11.3909,11.1496,10.3339,10.1472,10.9377,11.0288,8.4967,9.7481,11.117,10.8068,11.3835,11.2073,12.1802
"PDGFC",10.9173,10.5159,9.787,10.555,11.0314,9.8178,10.6865,9.7856,10.6592,10.346,10.1824,10.845,10.9848,10.5409,11.1214,10.9426,11.1251,11.255,10.8084,10.5332,11.3498,10.8965,11.3926,7.9247,10.6807,10.6778,11.1822,10.8092,9.1254,9.831,9.6189,11.9591,10.1793,9.9747,8.8203,10.4831,9.6245,8.3466,9.7583,11.8078
"GLRB",8.5263,8.0077,8.1607,9.3263,11.0873,8.4043,8.9688,7.8526,8.057,8.179,9.1995,8.0558,8.9442,8.3205,8.6665,8.7001,9.2557,9.2119,8.7581,8.792,10.916,7.7064,10.7471,7.4162,9.9356,9.5611,8.8655,8.3758,8.3987,7.7123,10.3241,9.4521,9.0273,7.7061,8.7367,8.6631,8.3879,8.5535,6.8542,8.9853
"GRIA2",6.6751,6.7717,6.6837,6.7619,7.1103,5.3816,7.845,6.3264,7.4369,7.433,6.8728,7.0454,7.3725,5.0651,8.3948,6.921,6.3488,7.1627,6.0388,8.4417,9.5707,6.4306,13.6013,6.2777,11.3319,7.7533,6.0056,6.8545,5.5732,4.7831,10.3291,10.1305,5.036,5.0691,5.0848,7.5786,4.7831,5.3987,4.7831,5.8802
"FAM198B",13.4397,12.6756,11.9549,12.654,13.2486,12.1016,13.2479,11.9628,13.1085,13.0954,12.7935,13.4369,13.3168,12.8804,12.8078,12.8589,12.6577,13.4614,13.8229,13.1052,12.9089,11.5221,13.1265,9.3804,13.2077,12.9916,11.7141,12.392,11.8626,9.4466,12.3041,14.2452,13.8616,7.9246,11.4799,13.3195,12.8869,12.9082,12.3827,13.4154
"TMEM144",10.3714,9.9585,9.5812,10.0062,10.1837,7.7147,10.316,9.6581,9.9652,10.0306,10.0367,10.4197,10.3425,8.7269,9.8296,9.9402,9.7716,10.1667,9.6547,10.2586,10.3471,9.4012,11.3315,7.2334,9.5181,9.785,8.2901,9.4633,9.7963,9.4039,9.5329,10.4446,10.5024,7.6195,9.6364,10.3253,10.9207,10.0331,9.6654,10.0783
"C4orf46",8.2068,7.6738,7.6612,7.9746,8.3264,8.4349,8.1242,8.2171,8.1126,8.144,7.75,8.376,8.4463,8.4044,8.4622,8.3497,8.227,8.3264,8.1443,8.3133,8.4099,8.4209,8.4804,9.6984,8.3996,8.1355,9.3695,9.5675,9.5039,10.1788,8.4676,8.9121,8.812,9.2386,8.3369,8.7703,9.4301,10.1451,8.7794,8.9401
"ETFDH",10.2513,10.248,9.8144,10.3687,9.8493,13.3724,9.9394,9.5998,10.2525,10.3975,10.8173,10.1705,10.43,10.7805,10.1888,9.9924,10.8143,10.0286,11.2505,10.166,10.7304,9.1948,10.8183,9.6748,10.0711,9.9069,9.6124,10.0752,10.2115,10.0738,9.7827,10.2437,10.1877,9.5813,10.4615,9.8633,9.7696,10.2098,9.7328,10.1266
"PPID",10.2365,10.2665,10.0481,10.0456,10.1626,12.2858,9.6741,10.0587,10.3145,10.2524,10.1722,10.0294,9.9087,10.4458,10.1745,10.1048,10.4919,9.7714,10.4134,10.3272,10.5039,9.3244,10.3969,10.9284,10.1416,9.9419,10.382,10.6724,10.7591,11.1757,10.5578,10.4219,10.3046,10.6883,10.6348,10.3327,9.5189,11.1656,10.7749,10.315
"FNIP2",10.6878,11.0945,8.8637,10.897,10.8487,11.2433,10.5973,9.4111,10.786,11.0366,11.2397,10.9011,11.1267,11.102,10.5567,10.594,11.2496,10.1885,11.2499,11.0639,10.0961,11.3449,9.5942,9.9998,10.3051,10.4354,10.4045,9.2244,10.0011,9.5858,9.768,11.0522,11.423,8.416,9.5713,10.6261,11.6251,11.2524,9.8231,10.6178
"RAPGEF2",11.1301,10.9918,9.4859,11.102,11.0332,11.9704,11.1105,9.8314,11.1418,11.0894,11.1937,11.2868,11.3041,10.9041,10.7724,11.2804,11.5959,11.1256,11.3992,10.9713,10.3197,11.4375,9.8816,9.789,10.4019,10.6969,10.71,10.3787,9.9292,9.8122,9.4433,9.9651,10.4981,9.0293,8.8994,10.8597,11.5809,10.5019,10.6256,11.0555
"NAF1",8.9435,8.8106,8.5151,8.9683,8.9556,9.6115,9.0233,8.6547,8.7177,8.8569,8.9033,8.8502,8.9646,8.5667,8.8839,8.9765,8.8671,9.0011,8.6555,8.7577,9.1527,8.3335,9.4181,9.0123,11.6866,8.6841,8.6451,9.17,8.7801,8.8313,8.8073,9.0245,9.5317,8.5936,8.5152,9.0327,9.7364,9.1465,8.6725,8.751
"NPY1R",9.3528,10.0881,10.7175,13.2829,11.4737,7.7479,11.0279,8.8089,10.6178,11.1573,10.4236,9.5021,9.8026,11.0383,9.4888,8.7234,10.3814,11.2158,12.1096,11.4932,13.088,5.6397,15.0197,6.9018,16.4267,9.7807,6.0056,8.2937,13.93,10.0752,13.6095,11.8788,14.1961,6.0823,11.0076,9.8797,10.6763,11.1573,7.0725,7.2312
"NPY5R",6.4401,7.1157,6.6702,8.3662,6.8804,5.9561,6.7587,5.5082,6.9336,7.5928,7.4367,6.7412,6.6552,7.8859,6.9502,6.2889,6.9851,6.934,8.9375,6.8801,7.4579,4.7831,8.931,5.4158,9.7131,6.1813,4.7831,5.0521,6.5293,6.6587,6.1091,5.2344,8.1838,5.0691,5.209,5.3882,7.0074,5.3346,5.1603,5.0728
"TMA16",9.1885,9.0441,9.1393,9.1241,9.3527,8.8666,9.343,9.156,9.0898,8.9877,8.806,9.0647,8.9971,9.4639,9.4267,9.3621,9.0058,9.4345,9.0341,9.1008,9.632,8.6275,9.9768,9.4282,10.8328,8.9296,9.3078,9.6248,9.7843,10.1382,9.5468,9.0593,9.9335,9.3725,9.7723,9.2852,9.6099,9.3962,9.2168,9.1977
"MARCH1",8.3899,7.9418,7.5815,8.9683,8.2994,7.0053,8.5861,7.5246,9.0048,8.3801,7.6194,8.1087,7.8883,9.1939,8.4475,8.7406,8.8384,8.1807,9.149,9.2602,8.4872,10.4907,8.6501,9.0519,10.4028,8.8901,9.6264,8.1288,8.9508,8.8448,7.6176,7.9676,8.9072,8.3643,8.3637,8.7205,10.169,7.3149,9.1509,8.678
"LINC01207",7.1614,4.7831,4.7831,6.2518,5.6094,4.7831,6.4794,6.4628,4.7831,6.2677,5.3062,4.7831,5.1455,4.7831,6.2528,7.3426,5.8014,6.26,6.3319,6.8345,5.2192,4.7831,6.2842,5.1504,6.7421,7.4193,4.7831,5.0521,6.7297,4.7831,4.7831,7.9409,5.1403,4.7831,6.6724,4.7831,4.7831,5.7999,4.7831,6.6236
"APELA",7.3165,6.0747,5.2303,5.8431,6.2907,5.5135,6.0264,6.0847,5.8143,6.0654,5.4723,8.0423,6.4175,4.7831,6.5719,6.6118,5.3997,6.0751,5.0654,5.9246,6.3267,6.5626,5.7766,5.8625,6.2174,6.3327,6.0568,5.2477,6.067,5.067,5.3595,6.7904,5.6815,4.7831,5.9236,5.6664,5.328,5.1742,5.9746,8.8204
"FAM218A",6.5141,6.6005,6.151,6.4887,6.5867,5.5135,6.6725,6.3264,6.2134,6.151,6.1694,6.7052,6.1809,5.5721,6.3094,6.7992,6.2641,6.6289,6.2882,6.2896,5.9375,6.4306,5.1521,5.9706,6.0255,6.2014,5.9517,5.4888,6.6825,6.6082,6.2342,6.2252,5.8883,6.5491,6.4057,6.1789,5.7161,5.3346,5.2444,6.3013
"TMEM192",10.4331,10.3882,10.1656,10.4776,10.4401,10.3856,10.549,9.9631,10.141,10.3564,10.5627,10.483,10.503,10.4621,10.5344,10.6081,10.926,10.4863,10.4301,10.5171,10.5115,9.1762,10.127,9.8921,9.8887,9.7546,9.8872,10.3599,9.5877,9.4859,10.6326,10.06,10.5431,9.0293,10.1462,9.7917,9.865,10.8173,9.9706,10.527
"GK3P",5.7929,5.5024,5.413,5.7224,5.9613,5.5135,5.881,5.9392,5.8143,5.8124,5.7149,5.8959,5.7593,5.6187,5.7992,5.9838,5.8356,5.7279,5.6196,5.6899,6.4872,7.3923,6.586,6.3867,5.7569,6.0288,6.8231,5.8681,6.3536,5.7878,5.8871,6.2452,6.3633,5.1869,5.5155,5.7298,7.5082,5.7999,6.0269,6.0697
"KLHL2",10.1739,9.9277,9.4697,9.9581,10.1282,8.373,10.4245,9.4899,10.2463,9.9311,10.3415,10.1086,10.0686,10.0642,10.2597,9.8562,9.8663,9.9681,9.7483,10.1747,9.3676,9.3578,8.6696,11.6932,8.9906,9.8034,9.3984,9.0984,9.4238,8.487,8.8884,9.6764,9.2308,8.8806,8.0422,9.4734,9.3355,9.851,9.5016,9.857
"MSMO1",10.5968,9.6704,10.8685,9.8953,10.5867,8.8288,10.1675,11.1686,9.749,9.874,12.9619,10.1736,10.3751,9.6632,10.0382,10.0926,9.8836,10.8639,10.1621,11.961,10.8528,9.4276,10.4219,10.2918,10.0488,9.7764,11.2795,12.1707,11.6913,11.9075,10.8361,10.2263,10.1803,10.5789,10.871,10.0388,9.463,12.0245,11.0743,12.1041
"CPE",12.9007,11.4695,12.1563,12.3879,13.2845,11.826,12.9214,11.6304,12.9718,13.0078,12.5717,12.6117,13.1504,13.0454,12.6287,12.7577,13.5999,12.3276,13.3031,12.503,11.5835,10.8775,9.7916,10.3564,12.008,12.1351,11.5549,11.5356,10.5999,9.232,10.7357,11.0559,11.0772,8.9897,10.2065,12.1839,10.3247,11.1573,10.9369,12.7233
"TLL1",8.4041,8.357,6.8707,9.3008,8.1213,7.6978,8.0058,7.3744,9.0169,9.2815,8.7238,8.6899,9.3269,9.3999,9.5224,8.6156,9.0483,8.1851,9.319,9.4017,7.9693,7.6157,6.2842,5.8334,8.7578,8.906,7.0906,6.8545,6.6825,6.4815,5.0423,6.4279,7.5038,5.3523,6.8918,7.9862,7.8494,6.1216,6.9153,10.1208
"DDX60",10.8728,9.7921,8.9905,10.0989,9.9841,9.2784,10.1528,9.4483,10.9302,10.6291,9.9552,10.5125,10.4882,10.1187,10.5179,10.1821,10.3591,9.9968,10.1581,10.3541,10.7991,10.7132,11.2694,7.8007,10.3634,10.6577,10.7961,11.5765,10.7351,11.6823,9.1826,8.939,10.6206,10.2643,8.4715,11.0913,10.8787,9.6516,12.6705,10.1295
"DDX60L",10.0454,9.6343,8.5221,9.8256,9.4201,8.9742,9.8282,8.9967,10.3851,9.9144,9.5926,10.0728,10.0318,9.4443,10.048,9.6778,10.0761,9.3881,9.8902,10.3311,10.3311,11.3737,10.2777,7.1222,9.9394,10.1225,10.6759,10.0255,10.4497,10.799,8.2847,9.0667,9.1597,9.164,8.3901,10.268,10.3247,8.9757,11.3269,9.5293
"PALLD",13.7409,13.3136,12.7601,13.522,13.0068,14.4465,13.3317,12.7757,13.3757,13.4023,13.0833,13.6037,13.7743,12.7452,13.531,13.1254,12.8761,13.4729,13.2387,13.3366,12.027,13.9118,13.2795,11.7291,13.1091,13.6621,14.0341,14.0073,12.6709,12.6263,10.3617,14.0313,13.3698,10.4325,12.475,13.6217,13.1371,11.1821,13.231,14.5745
"CBR4",10.5282,10.0564,9.53,10.1828,10.3654,11.2674,10.5369,9.9961,10.2555,10.0436,10.1768,10.5286,10.3091,9.627,10.2948,10.4521,10.0261,10.5029,9.9986,10.2738,10.6926,10.2748,11.0249,9.7773,9.9356,10.1202,9.5141,10.088,10.8016,9.7219,10.6527,10.8667,10.5175,8.4747,9.9834,10.4172,10.8908,10.28,9.8778,10.2293
